inspection_id,date,part_number,supplier_id,lot_number,quantity_received,quantity_inspected,quantity_failed,defect_type,defect_category,inspection_stage,inspector,disposition,ncr_id,cost_impact
INS-04337,2023-02-03,LARM-015,SUP-010,LOT-109,75,21,3,Dimensional Out-of-Tolerance,Dimensional,In-Process Inspection,QE-Osei,Reject,,377.91
INS-04338,2023-07-26,LARM-015,SUP-010,LOT-489,82,60,11,Thread Damage,Dimensional,Receiving Inspection,QE-Torres,Reject,NCR-4357,597.36
INS-04339,2024-01-19,MMB-001,SUP-003,LOT-242,163,151,14,Thread Damage,Dimensional,In-Process Inspection,QE-Nguyen,Rework,NCR-2246,1895.4
INS-04340,2024-12-29,PROP-003,SUP-006,LOT-469,125,80,0,,,In-Process Inspection,QE-Patel,Accept,,0.0
INS-04341,2023-02-13,THRM-011,SUP-005,LOT-842,51,17,1,Solder Joint Failure,Electrical,Receiving Inspection,QE-Nguyen,Rework,,5.7
INS-04342,2024-06-25,PROP-003,SUP-006,LOT-875,200,105,1,Missing Hardware,Assembly,End-of-Line Test,QE-Torres,Use-As-Is,,31.64
INS-04343,2024-04-01,WING-007,SUP-006,LOT-521,139,48,2,Surface Finish,Cosmetic,End-of-Line Test,QE-Patel,Use-As-Is,,833.26
INS-04344,2023-01-08,FAST-010,SUP-008,LOT-872,55,33,1,Surface Finish,Cosmetic,Final Assembly,QE-Patel,Rework,,11.25
INS-04345,2024-03-29,WING-007,SUP-006,LOT-802,69,66,1,Dimensional Out-of-Tolerance,Dimensional,In-Process Inspection,QE-Nguyen,Rework,NCR-5896,140.14
INS-04346,2024-10-18,MOTOR-004,SUP-007,LOT-469,15,7,0,,,Receiving Inspection,QE-Patel,Accept,,0.0
INS-04347,2024-09-14,ESC-002,SUP-004,LOT-430,143,70,2,Connector Misalignment,Assembly,Receiving Inspection,QE-Nguyen,Rework,,133.18
INS-04348,2024-06-24,MMB-001,SUP-003,LOT-338,76,51,2,Incorrect Part Number,Documentation,In-Process Inspection,QE-Brooks,Reject,NCR-9018,236.84
INS-04349,2023-09-14,PYLD-009,SUP-001,LOT-843,121,87,8,Corrosion,Cosmetic,End-of-Line Test,QE-Patel,Rework,,970.96
INS-04350,2024-10-28,MMB-001,SUP-003,LOT-435,125,81,4,Delamination,Composite,Final Assembly,QE-Torres,Rework,NCR-9354,327.96
INS-04351,2024-05-24,ESC-002,SUP-004,LOT-565,51,40,0,,,In-Process Inspection,QE-Osei,Accept,,0.0
INS-04352,2023-09-06,BATT-008,SUP-009,LOT-678,195,83,0,,,In-Process Inspection,QE-Torres,Accept,,0.0
INS-04353,2024-12-07,ESC-002,SUP-004,LOT-297,150,67,5,Missing Hardware,Assembly,Receiving Inspection,QE-Nguyen,Use-As-Is,NCR-3582,375.85
INS-04354,2024-03-13,MMB-001,SUP-003,LOT-472,60,39,1,Insulation Damage,Electrical,Receiving Inspection,QE-Torres,Rework,,143.91
INS-04355,2023-11-07,PROP-003,SUP-006,LOT-165,20,17,0,,,Final Assembly,QE-Torres,Accept,,0.0
INS-04356,2024-04-25,THRM-011,SUP-005,LOT-784,173,112,17,Electrical Short,Electrical,End-of-Line Test,QE-Brooks,Reject,NCR-2453,84.6
INS-04357,2024-07-07,WHAR-005,SUP-005,LOT-745,100,81,8,Corrosion,Cosmetic,End-of-Line Test,QE-Torres,Reject,,730.89
INS-04358,2023-09-18,PROP-003,SUP-006,LOT-415,24,20,0,,,Receiving Inspection,QE-Nguyen,Accept,,0.0
INS-04359,2024-12-02,PYLD-009,SUP-001,LOT-691,30,14,0,,,Receiving Inspection,QE-Torres,Accept,,0.0
INS-04360,2023-05-08,LARM-015,SUP-010,LOT-811,35,32,9,Electrical Short,Electrical,Final Assembly,QE-Brooks,Supplier Return,NCR-7666,877.32
INS-04361,2024-03-25,BATT-008,SUP-009,LOT-198,116,38,4,Corrosion,Cosmetic,Final Assembly,QE-Brooks,Rework,NCR-7538,2528.75
INS-04362,2024-08-04,MMB-001,SUP-003,LOT-577,49,18,1,Crack / Fracture,Composite,End-of-Line Test,QE-Torres,Use-As-Is,NCR-8916,190.4
INS-04363,2023-06-06,PROP-003,SUP-006,LOT-335,180,97,1,Insulation Damage,Electrical,Receiving Inspection,QE-Nguyen,Use-As-Is,,54.0
INS-04364,2024-05-31,BATT-008,SUP-009,LOT-160,51,40,5,Crack / Fracture,Composite,In-Process Inspection,QE-Osei,Use-As-Is,,3131.29
INS-04365,2023-12-28,LARM-015,SUP-010,LOT-341,172,89,4,Insulation Damage,Electrical,Final Assembly,QE-Nguyen,Reject,,376.64
INS-04366,2024-05-29,FRAME-012,SUP-001,LOT-320,137,56,2,Crack / Fracture,Composite,In-Process Inspection,QE-Nguyen,Reject,,2159.3
INS-04367,2024-04-28,FRAME-012,SUP-001,LOT-816,185,50,0,,,In-Process Inspection,QE-Nguyen,Accept,,0.0
INS-04368,2024-09-19,MMB-001,SUP-003,LOT-720,72,54,13,Insulation Damage,Electrical,End-of-Line Test,QE-Osei,MRB Review,NCR-7941,984.44
INS-04369,2024-01-29,WHAR-005,SUP-005,LOT-338,83,56,3,Delamination,Composite,In-Process Inspection,QE-Nguyen,Reject,,190.5
INS-04370,2024-02-07,FRAME-012,SUP-001,LOT-514,183,133,2,Missing Hardware,Assembly,In-Process Inspection,QE-Patel,Reject,NCR-7820,1640.72
INS-04371,2023-06-09,GPS-013,SUP-004,LOT-987,131,63,0,,,Final Assembly,QE-Patel,Accept,,0.0
INS-04372,2023-08-29,FC-014,SUP-004,LOT-299,89,22,2,Contamination,Cosmetic,In-Process Inspection,QE-Patel,Rework,,661.01
INS-04373,2023-03-02,WHAR-005,SUP-005,LOT-194,39,17,0,,,In-Process Inspection,QE-Nguyen,Accept,,0.0
INS-04374,2024-12-07,WING-007,SUP-006,LOT-281,60,31,0,,,Final Assembly,QE-Brooks,Accept,,0.0
INS-04375,2024-02-15,MOTOR-004,SUP-007,LOT-570,53,46,6,Insulation Damage,Electrical,End-of-Line Test,QE-Torres,Rework,,507.25
INS-04376,2023-10-10,WHAR-005,SUP-005,LOT-992,78,42,12,Incorrect Part Number,Documentation,Receiving Inspection,QE-Nguyen,MRB Review,NCR-6021,413.49
INS-04377,2023-05-31,LARM-015,SUP-010,LOT-578,31,9,0,,,Receiving Inspection,QE-Nguyen,Accept,,0.0
INS-04378,2024-08-12,WHAR-005,SUP-005,LOT-932,77,37,10,Corrosion,Cosmetic,Final Assembly,QE-Torres,Supplier Return,NCR-5732,316.69
INS-04379,2024-07-21,THRM-011,SUP-005,LOT-617,146,127,29,Delamination,Composite,In-Process Inspection,QE-Torres,MRB Review,NCR-5919,127.6
INS-04380,2024-01-11,LARM-015,SUP-010,LOT-870,29,12,1,Corrosion,Cosmetic,Receiving Inspection,QE-Brooks,Rework,,85.52
INS-04381,2024-09-17,THRM-011,SUP-005,LOT-277,54,29,1,Wrong Material Cert,Documentation,End-of-Line Test,QE-Nguyen,Use-As-Is,NCR-9210,8.68
INS-04382,2023-07-29,BATT-008,SUP-009,LOT-221,92,50,2,Wrong Material Cert,Documentation,End-of-Line Test,QE-Nguyen,Use-As-Is,,1049.5
INS-04383,2023-01-03,MOTOR-004,SUP-007,LOT-325,25,20,2,Incorrect Part Number,Documentation,Receiving Inspection,QE-Nguyen,Use-As-Is,NCR-2233,397.84
INS-04384,2024-08-05,BATT-008,SUP-009,LOT-366,55,28,2,Dimensional Out-of-Tolerance,Dimensional,Final Assembly,QE-Nguyen,Use-As-Is,,1033.86
INS-04385,2023-07-21,FRAME-012,SUP-001,LOT-243,29,7,0,,,Receiving Inspection,QE-Nguyen,Accept,,0.0
INS-04386,2023-11-04,WING-007,SUP-006,LOT-647,71,64,0,,,End-of-Line Test,QE-Brooks,Accept,,0.0
INS-04387,2023-11-12,PROP-003,SUP-006,LOT-530,62,62,5,Dimensional Out-of-Tolerance,Dimensional,Receiving Inspection,QE-Osei,Use-As-Is,,118.46
INS-04388,2023-04-27,WING-007,SUP-006,LOT-721,195,54,1,Contamination,Cosmetic,End-of-Line Test,QE-Torres,Rework,,488.52
INS-04389,2023-05-31,LARM-015,SUP-010,LOT-712,26,22,0,,,End-of-Line Test,QE-Torres,Accept,,0.0
INS-04390,2023-12-13,WING-007,SUP-006,LOT-969,12,9,0,,,Receiving Inspection,QE-Nguyen,Accept,,0.0
INS-04391,2023-03-27,BATT-008,SUP-009,LOT-242,99,98,5,Dimensional Out-of-Tolerance,Dimensional,Receiving Inspection,QE-Patel,Rework,,1818.95
INS-04392,2024-03-01,ESC-002,SUP-004,LOT-879,21,5,0,,,Final Assembly,QE-Torres,Accept,,0.0
INS-04393,2024-05-07,PROP-003,SUP-006,LOT-215,52,48,3,Documentation Missing,Documentation,End-of-Line Test,QE-Patel,Reject,,240.0
INS-04394,2024-07-21,MMB-001,SUP-003,LOT-881,110,37,2,Delamination,Composite,Final Assembly,QE-Brooks,Rework,NCR-8570,295.28
INS-04395,2024-09-11,FAST-010,SUP-008,LOT-392,172,158,3,Insulation Damage,Electrical,Final Assembly,QE-Torres,Rework,NCR-2010,26.92
INS-04396,2023-10-04,WHAR-005,SUP-005,LOT-273,44,27,4,Contamination,Cosmetic,Receiving Inspection,QE-Patel,Reject,,332.03
INS-04397,2024-06-30,FRAME-012,SUP-001,LOT-963,118,37,1,Thread Damage,Dimensional,Final Assembly,QE-Nguyen,Reject,NCR-9500,859.17
INS-04398,2024-09-05,FRAME-012,SUP-001,LOT-871,191,116,1,Crack / Fracture,Composite,Final Assembly,QE-Brooks,Reject,,618.14
INS-04399,2024-09-15,FRAME-012,SUP-001,LOT-580,138,55,1,Corrosion,Cosmetic,In-Process Inspection,QE-Osei,Rework,NCR-9174,655.07
INS-04400,2024-07-01,THRM-011,SUP-005,LOT-202,63,39,4,Crack / Fracture,Composite,End-of-Line Test,QE-Torres,Rework,,27.16
INS-04401,2024-08-23,BCON-006,SUP-004,LOT-335,65,54,1,Delamination,Composite,Receiving Inspection,QE-Osei,Use-As-Is,NCR-5599,25.62
INS-04402,2023-08-31,MMB-001,SUP-003,LOT-747,97,79,8,Thread Damage,Dimensional,Receiving Inspection,QE-Brooks,Rework,,1383.8
INS-04403,2024-10-09,FAST-010,SUP-008,LOT-792,108,81,1,Thread Damage,Dimensional,Receiving Inspection,QE-Brooks,Reject,,6.07
INS-04404,2024-02-07,LARM-015,SUP-010,LOT-232,14,10,1,Incorrect Part Number,Documentation,Receiving Inspection,QE-Brooks,Rework,NCR-2451,97.55
INS-04405,2024-11-10,PROP-003,SUP-006,LOT-233,45,35,1,Delamination,Composite,Final Assembly,QE-Nguyen,Rework,,101.38
INS-04406,2024-08-19,BCON-006,SUP-004,LOT-905,85,28,0,,,Final Assembly,QE-Osei,Accept,,0.0
INS-04407,2023-08-28,THRM-011,SUP-005,LOT-581,92,74,4,Incorrect Part Number,Documentation,In-Process Inspection,QE-Brooks,Use-As-Is,NCR-5528,24.95
INS-04408,2024-08-27,GPS-013,SUP-004,LOT-471,94,27,1,Electrical Short,Electrical,End-of-Line Test,QE-Nguyen,Reject,,421.61
INS-04409,2023-08-17,BATT-008,SUP-009,LOT-177,134,65,6,Insulation Damage,Electrical,Final Assembly,QE-Patel,Reject,,1554.09
INS-04410,2023-12-05,PROP-003,SUP-006,LOT-755,200,191,9,Electrical Short,Electrical,Final Assembly,QE-Torres,Use-As-Is,,682.49
INS-04411,2024-11-06,ESC-002,SUP-004,LOT-749,135,74,1,Connector Misalignment,Assembly,In-Process Inspection,QE-Patel,Rework,,201.36
INS-04412,2023-10-08,FAST-010,SUP-008,LOT-739,154,125,3,Connector Misalignment,Assembly,End-of-Line Test,QE-Brooks,Use-As-Is,,13.77
INS-04413,2023-09-18,BATT-008,SUP-009,LOT-161,183,58,0,,,In-Process Inspection,QE-Patel,Accept,,0.0
INS-04414,2024-06-13,THRM-011,SUP-005,LOT-450,96,58,5,Dimensional Out-of-Tolerance,Dimensional,End-of-Line Test,QE-Osei,Rework,NCR-5296,35.34
INS-04415,2023-03-26,FRAME-012,SUP-001,LOT-427,42,28,1,Missing Hardware,Assembly,End-of-Line Test,QE-Patel,Reject,,647.81
INS-04416,2024-12-12,FC-014,SUP-004,LOT-484,149,80,2,Surface Finish,Cosmetic,In-Process Inspection,QE-Patel,Reject,,1120.75
INS-04417,2023-06-14,BCON-006,SUP-004,LOT-122,167,77,1,Contamination,Cosmetic,Receiving Inspection,QE-Nguyen,Use-As-Is,NCR-8116,23.95
INS-04418,2024-06-07,MMB-001,SUP-003,LOT-639,100,43,2,Dimensional Out-of-Tolerance,Dimensional,End-of-Line Test,QE-Osei,Rework,NCR-7678,110.92
INS-04419,2024-06-22,BATT-008,SUP-009,LOT-717,136,58,1,Crack / Fracture,Composite,In-Process Inspection,QE-Patel,Reject,NCR-7265,737.24
INS-04420,2023-08-12,THRM-011,SUP-005,LOT-592,187,175,9,Dimensional Out-of-Tolerance,Dimensional,Final Assembly,QE-Torres,Rework,,54.37
INS-04421,2024-01-29,GPS-013,SUP-004,LOT-388,22,12,1,Solder Joint Failure,Electrical,In-Process Inspection,QE-Torres,Rework,,224.53
INS-04422,2024-10-27,PYLD-009,SUP-001,LOT-768,87,52,0,,,End-of-Line Test,QE-Brooks,Accept,,0.0
INS-04423,2024-11-11,MMB-001,SUP-003,LOT-666,56,15,3,Wrong Material Cert,Documentation,In-Process Inspection,QE-Osei,Reject,NCR-4645,367.83
INS-04424,2023-06-12,MMB-001,SUP-003,LOT-523,185,63,2,Dimensional Out-of-Tolerance,Dimensional,In-Process Inspection,QE-Brooks,Use-As-Is,,416.99
INS-04425,2024-04-19,BATT-008,SUP-009,LOT-418,126,61,3,Electrical Short,Electrical,End-of-Line Test,QE-Nguyen,Use-As-Is,,1355.79
INS-04426,2023-11-02,BCON-006,SUP-004,LOT-812,94,30,2,Solder Joint Failure,Electrical,Final Assembly,QE-Nguyen,Reject,NCR-6420,50.68
INS-04427,2024-01-02,MOTOR-004,SUP-007,LOT-687,199,77,26,Surface Finish,Cosmetic,Receiving Inspection,QE-Nguyen,Reject,NCR-7255,4318.85
INS-04428,2023-07-30,BCON-006,SUP-004,LOT-999,70,69,7,Dimensional Out-of-Tolerance,Dimensional,In-Process Inspection,QE-Torres,Rework,,73.68
INS-04429,2024-01-09,MOTOR-004,SUP-007,LOT-123,183,62,8,Delamination,Composite,Final Assembly,QE-Patel,Use-As-Is,,423.31
INS-04430,2023-09-14,WING-007,SUP-006,LOT-919,14,9,0,,,In-Process Inspection,QE-Brooks,Accept,,0.0
INS-04431,2024-01-30,MMB-001,SUP-003,LOT-404,122,66,12,Thread Damage,Dimensional,Receiving Inspection,QE-Nguyen,Supplier Return,NCR-3020,2032.55
INS-04432,2024-06-03,FC-014,SUP-004,LOT-350,132,88,11,Missing Hardware,Assembly,Receiving Inspection,QE-Nguyen,Use-As-Is,,4468.68
INS-04433,2023-05-20,THRM-011,SUP-005,LOT-680,126,120,12,Documentation Missing,Documentation,End-of-Line Test,QE-Nguyen,Rework,NCR-5618,25.51
INS-04434,2024-05-04,FC-014,SUP-004,LOT-311,53,35,1,Missing Hardware,Assembly,Receiving Inspection,QE-Brooks,Rework,NCR-6918,378.62
INS-04435,2023-04-25,BATT-008,SUP-009,LOT-947,51,35,1,Insulation Damage,Electrical,In-Process Inspection,QE-Osei,Reject,NCR-2386,538.71
INS-04436,2024-09-09,WHAR-005,SUP-005,LOT-817,101,35,5,Contamination,Cosmetic,Final Assembly,QE-Osei,Reject,,379.67
INS-04437,2023-11-18,WHAR-005,SUP-005,LOT-944,110,64,2,Delamination,Composite,End-of-Line Test,QE-Osei,Use-As-Is,,59.95
INS-04438,2023-01-31,MMB-001,SUP-003,LOT-999,76,23,2,Incorrect Part Number,Documentation,In-Process Inspection,QE-Osei,Use-As-Is,,417.62
INS-04439,2024-05-22,WING-007,SUP-006,LOT-614,147,82,1,Incorrect Part Number,Documentation,Final Assembly,QE-Osei,Use-As-Is,,435.73
INS-04440,2024-05-14,BATT-008,SUP-009,LOT-562,163,127,3,Incorrect Part Number,Documentation,Receiving Inspection,QE-Torres,Rework,,1058.42
INS-04441,2024-09-22,FRAME-012,SUP-001,LOT-145,183,103,2,Contamination,Cosmetic,End-of-Line Test,QE-Patel,Rework,,2165.5
INS-04442,2024-05-30,LARM-015,SUP-010,LOT-828,188,54,15,Dimensional Out-of-Tolerance,Dimensional,Final Assembly,QE-Torres,MRB Review,NCR-2256,1387.28
INS-04443,2024-10-12,FC-014,SUP-004,LOT-200,136,64,5,Delamination,Composite,End-of-Line Test,QE-Patel,Rework,,889.61
INS-04444,2023-11-02,THRM-011,SUP-005,LOT-921,13,10,0,,,In-Process Inspection,QE-Torres,Accept,,0.0
INS-04445,2023-10-02,WING-007,SUP-006,LOT-828,99,85,10,Incorrect Part Number,Documentation,In-Process Inspection,QE-Patel,Use-As-Is,NCR-3935,4063.74
INS-04446,2023-05-09,FC-014,SUP-004,LOT-192,153,134,16,Contamination,Cosmetic,End-of-Line Test,QE-Nguyen,Reject,,4707.6
INS-04447,2023-02-23,THRM-011,SUP-005,LOT-432,118,79,3,Insulation Damage,Electrical,Receiving Inspection,QE-Nguyen,Use-As-Is,NCR-8669,7.56
INS-04448,2024-03-01,FC-014,SUP-004,LOT-408,183,151,9,Surface Finish,Cosmetic,End-of-Line Test,QE-Torres,Use-As-Is,,3745.2
INS-04449,2023-09-03,FAST-010,SUP-008,LOT-479,117,59,1,Contamination,Cosmetic,Final Assembly,QE-Nguyen,Use-As-Is,,5.92
INS-04450,2024-12-13,ESC-002,SUP-004,LOT-292,115,42,2,Electrical Short,Electrical,Receiving Inspection,QE-Patel,Rework,NCR-6475,319.36
INS-04451,2023-09-25,PROP-003,SUP-006,LOT-482,105,35,0,,,In-Process Inspection,QE-Brooks,Accept,,0.0
INS-04452,2024-02-18,FAST-010,SUP-008,LOT-183,27,24,0,,,In-Process Inspection,QE-Patel,Accept,,0.0
INS-04453,2024-12-27,THRM-011,SUP-005,LOT-497,119,101,3,Crack / Fracture,Composite,Final Assembly,QE-Osei,Reject,,19.94
INS-04454,2024-07-20,BATT-008,SUP-009,LOT-159,87,82,2,Corrosion,Cosmetic,End-of-Line Test,QE-Nguyen,Reject,NCR-7960,1510.03
INS-04455,2024-05-21,PROP-003,SUP-006,LOT-287,170,55,1,Delamination,Composite,In-Process Inspection,QE-Patel,Use-As-Is,,97.27
INS-04456,2023-12-22,GPS-013,SUP-004,LOT-237,154,131,11,Surface Finish,Cosmetic,End-of-Line Test,QE-Brooks,Use-As-Is,NCR-1070,4717.51
INS-04457,2024-02-20,WHAR-005,SUP-005,LOT-210,160,157,7,Thread Damage,Dimensional,Receiving Inspection,QE-Osei,Rework,,241.42
INS-04458,2024-08-07,ESC-002,SUP-004,LOT-471,138,88,4,Solder Joint Failure,Electrical,End-of-Line Test,QE-Nguyen,Reject,,1043.38
INS-04459,2024-02-02,MOTOR-004,SUP-007,LOT-293,11,8,2,Connector Misalignment,Assembly,In-Process Inspection,QE-Nguyen,Reject,NCR-4156,99.59
INS-04460,2024-04-26,WING-007,SUP-006,LOT-848,62,56,1,Thread Damage,Dimensional,Final Assembly,QE-Nguyen,Use-As-Is,,269.47
INS-04461,2024-09-14,PROP-003,SUP-006,LOT-958,143,74,4,Connector Misalignment,Assembly,Receiving Inspection,QE-Torres,Rework,,406.75
INS-04462,2023-06-13,MOTOR-004,SUP-007,LOT-278,130,58,16,Dimensional Out-of-Tolerance,Dimensional,In-Process Inspection,QE-Brooks,Reject,NCR-6055,3091.65
INS-04463,2024-12-12,WHAR-005,SUP-005,LOT-449,107,52,7,Thread Damage,Dimensional,Final Assembly,QE-Brooks,Rework,,254.97
INS-04464,2023-04-29,ESC-002,SUP-004,LOT-653,152,103,9,Thread Damage,Dimensional,In-Process Inspection,QE-Torres,Rework,,2343.18
INS-04465,2024-03-15,THRM-011,SUP-005,LOT-304,182,129,3,Insulation Damage,Electrical,End-of-Line Test,QE-Torres,Rework,,17.06
INS-04466,2023-04-16,FRAME-012,SUP-001,LOT-914,34,28,2,Documentation Missing,Documentation,In-Process Inspection,QE-Osei,Reject,,1289.94
INS-04467,2023-08-03,MMB-001,SUP-003,LOT-619,173,143,7,Contamination,Cosmetic,End-of-Line Test,QE-Torres,Use-As-Is,NCR-5976,868.89
INS-04468,2023-09-10,THRM-011,SUP-005,LOT-110,50,38,6,Electrical Short,Electrical,Final Assembly,QE-Patel,MRB Review,NCR-9444,22.26
INS-04469,2024-12-01,MOTOR-004,SUP-007,LOT-131,135,111,18,Dimensional Out-of-Tolerance,Dimensional,In-Process Inspection,QE-Patel,MRB Review,NCR-5556,4233.58
INS-04470,2024-01-05,BATT-008,SUP-009,LOT-259,65,38,1,Wrong Material Cert,Documentation,In-Process Inspection,QE-Nguyen,Reject,,582.5
INS-04471,2023-12-18,FRAME-012,SUP-001,LOT-746,42,38,4,Thread Damage,Dimensional,Final Assembly,QE-Nguyen,Use-As-Is,,1253.32
INS-04472,2023-09-13,MMB-001,SUP-003,LOT-978,23,16,1,Contamination,Cosmetic,End-of-Line Test,QE-Brooks,Reject,NCR-2098,63.89
INS-04473,2023-06-05,BCON-006,SUP-004,LOT-263,82,74,3,Electrical Short,Electrical,Final Assembly,QE-Osei,Reject,,54.04
INS-04474,2023-09-01,PYLD-009,SUP-001,LOT-223,139,98,5,Documentation Missing,Documentation,In-Process Inspection,QE-Nguyen,Rework,,242.88
INS-04475,2024-04-23,FAST-010,SUP-008,LOT-518,123,93,4,Contamination,Cosmetic,Final Assembly,QE-Nguyen,Reject,NCR-7552,39.04
INS-04476,2024-02-28,BATT-008,SUP-009,LOT-496,98,41,1,Insulation Damage,Electrical,In-Process Inspection,QE-Torres,Rework,,675.17
INS-04477,2024-08-04,FC-014,SUP-004,LOT-124,177,127,1,Wrong Material Cert,Documentation,Final Assembly,QE-Patel,Reject,,458.2
INS-04478,2023-11-09,FAST-010,SUP-008,LOT-362,153,147,2,Delamination,Composite,Final Assembly,QE-Nguyen,Rework,,19.89
INS-04479,2024-05-06,BATT-008,SUP-009,LOT-740,114,78,5,Surface Finish,Cosmetic,In-Process Inspection,QE-Nguyen,Reject,,2198.17
INS-04480,2023-02-04,MMB-001,SUP-003,LOT-627,191,70,5,Thread Damage,Dimensional,Final Assembly,QE-Patel,Reject,NCR-7558,845.59
INS-04481,2023-08-02,PROP-003,SUP-006,LOT-115,154,127,1,Wrong Material Cert,Documentation,Final Assembly,QE-Torres,Reject,,57.03
INS-04482,2023-10-19,FAST-010,SUP-008,LOT-131,32,12,0,,,End-of-Line Test,QE-Brooks,Accept,,0.0
INS-04483,2023-04-19,WING-007,SUP-006,LOT-142,153,137,2,Incorrect Part Number,Documentation,In-Process Inspection,QE-Brooks,Use-As-Is,NCR-9700,623.89
INS-04484,2023-01-01,PROP-003,SUP-006,LOT-662,181,80,5,Dimensional Out-of-Tolerance,Dimensional,In-Process Inspection,QE-Torres,Reject,,360.26
INS-04485,2023-06-11,ESC-002,SUP-004,LOT-505,12,12,0,,,End-of-Line Test,QE-Brooks,Accept,,0.0
INS-04486,2023-08-14,WING-007,SUP-006,LOT-356,123,50,4,Dimensional Out-of-Tolerance,Dimensional,In-Process Inspection,QE-Osei,Reject,,916.0
INS-04487,2024-01-20,MOTOR-004,SUP-007,LOT-813,102,78,26,Crack / Fracture,Composite,Receiving Inspection,QE-Torres,Supplier Return,NCR-2648,4096.77
INS-04488,2024-02-20,BCON-006,SUP-004,LOT-134,178,127,2,Crack / Fracture,Composite,Final Assembly,QE-Nguyen,Rework,,35.48
INS-04489,2024-02-05,WHAR-005,SUP-005,LOT-860,125,56,2,Corrosion,Cosmetic,In-Process Inspection,QE-Nguyen,Rework,NCR-1092,127.73
INS-04490,2024-03-11,WHAR-005,SUP-005,LOT-151,150,120,9,Insulation Damage,Electrical,End-of-Line Test,QE-Nguyen,Reject,,662.58
INS-04491,2024-05-29,PYLD-009,SUP-001,LOT-703,119,97,13,Surface Finish,Cosmetic,Receiving Inspection,QE-Patel,Rework,NCR-2548,753.87
INS-04492,2024-03-05,WING-007,SUP-006,LOT-607,42,30,0,,,Final Assembly,QE-Osei,Accept,,0.0
INS-04493,2023-02-19,LARM-015,SUP-010,LOT-898,185,54,4,Corrosion,Cosmetic,Final Assembly,QE-Nguyen,Reject,NCR-1231,571.7
INS-04494,2023-05-06,WING-007,SUP-006,LOT-135,90,81,5,Connector Misalignment,Assembly,Receiving Inspection,QE-Brooks,Rework,NCR-1910,2553.97
INS-04495,2024-06-15,MOTOR-004,SUP-007,LOT-845,139,74,13,Delamination,Composite,End-of-Line Test,QE-Brooks,Supplier Return,NCR-4797,2175.59
INS-04496,2023-09-07,WHAR-005,SUP-005,LOT-209,112,101,10,Solder Joint Failure,Electrical,Receiving Inspection,QE-Osei,Reject,,269.52
INS-04497,2023-11-22,PYLD-009,SUP-001,LOT-113,157,87,1,Crack / Fracture,Composite,Receiving Inspection,QE-Nguyen,Reject,NCR-2789,67.67
INS-04498,2023-05-09,WHAR-005,SUP-005,LOT-696,179,108,15,Wrong Material Cert,Documentation,In-Process Inspection,QE-Torres,Use-As-Is,,403.06
INS-04499,2023-12-28,MOTOR-004,SUP-007,LOT-691,163,78,28,Electrical Short,Electrical,Receiving Inspection,QE-Nguyen,MRB Review,NCR-5813,2213.4
INS-04500,2023-07-05,ESC-002,SUP-004,LOT-242,90,79,10,Corrosion,Cosmetic,Receiving Inspection,QE-Patel,Reject,,2424.8
INS-04501,2024-07-09,PYLD-009,SUP-001,LOT-747,191,161,9,Wrong Material Cert,Documentation,End-of-Line Test,QE-Brooks,Use-As-Is,NCR-8048,386.47
INS-04502,2023-06-19,FC-014,SUP-004,LOT-951,196,183,11,Corrosion,Cosmetic,Final Assembly,QE-Nguyen,Rework,,5671.05
INS-04503,2024-10-25,MMB-001,SUP-003,LOT-785,64,52,2,Corrosion,Cosmetic,End-of-Line Test,QE-Patel,Reject,NCR-8555,182.5
INS-04504,2024-06-24,MMB-001,SUP-003,LOT-993,35,24,3,Solder Joint Failure,Electrical,End-of-Line Test,QE-Brooks,Rework,NCR-4350,450.66
INS-04505,2023-01-09,FRAME-012,SUP-001,LOT-583,56,38,3,Connector Misalignment,Assembly,End-of-Line Test,QE-Torres,Rework,,3044.14
INS-04506,2023-11-13,BCON-006,SUP-004,LOT-581,153,48,4,Insulation Damage,Electrical,Final Assembly,QE-Osei,Rework,NCR-2727,31.46
INS-04507,2023-02-27,WING-007,SUP-006,LOT-707,97,80,1,Electrical Short,Electrical,End-of-Line Test,QE-Patel,Use-As-Is,,312.18
INS-04508,2024-11-11,FRAME-012,SUP-001,LOT-259,153,108,3,Corrosion,Cosmetic,In-Process Inspection,QE-Osei,Rework,,834.5
INS-04509,2023-11-24,BATT-008,SUP-009,LOT-343,122,64,2,Dimensional Out-of-Tolerance,Dimensional,Final Assembly,QE-Torres,Reject,,1482.43
INS-04510,2024-03-03,MOTOR-004,SUP-007,LOT-758,13,9,1,Crack / Fracture,Composite,End-of-Line Test,QE-Patel,Reject,,160.48
INS-04511,2024-09-03,WHAR-005,SUP-005,LOT-514,130,116,7,Documentation Missing,Documentation,In-Process Inspection,QE-Nguyen,Use-As-Is,NCR-8624,167.12
INS-04512,2024-02-29,FAST-010,SUP-008,LOT-197,132,66,0,,,Final Assembly,QE-Nguyen,Accept,,0.0
INS-04513,2023-08-23,BCON-006,SUP-004,LOT-926,125,76,23,Connector Misalignment,Assembly,In-Process Inspection,QE-Nguyen,Supplier Return,NCR-8264,534.99
INS-04514,2024-06-14,THRM-011,SUP-005,LOT-242,146,54,0,,,Final Assembly,QE-Brooks,Accept,,0.0
